,bedrooms,beds,accommodates,amenities_count,instant_bookable,minimum_nights,number_of_reviews,bathrooms,monthly_revenue,room_type_Entire_home_apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room
31707,0.0,2.0,4,14,0,30,0,1.0,0,0,0,1,0
31708,3.0,3.0,6,27,0,30,2,2.0,1,1,0,0,0
31709,0.0,1.0,2,11,0,31,1,1.0,0,0,0,1,0
31710,1.0,1.0,3,18,0,30,15,1.0,0,1,0,0,0
31711,1.0,2.0,4,32,0,30,0,1.0,1,1,0,0,0
31712,2.0,2.0,4,43,0,31,1,1.0,0,1,0,0,0
31713,0.0,1.0,2,2,0,37,0,1.0,0,0,0,0,1
31714,0.0,1.0,1,26,0,7,10,2.0,0,0,0,1,0
31716,1.0,1.0,4,8,1,1,0,1.0,0,1,0,0,0
31717,2.0,2.0,6,58,0,3,81,2.0,1,1,0,0,0
31718,1.0,1.0,2,38,0,31,6,1.0,0,1,0,0,0
31719,1.0,1.0,2,42,0,30,1,1.0,0,1,0,0,0
31724,1.0,1.0,2,16,0,2,0,1.0,0,0,0,1,0
31725,2.0,2.0,2,11,0,31,0,1.0,1,1,0,0,0
31726,1.0,1.0,2,27,0,30,71,1.0,0,1,0,0,0
31727,4.0,4.0,8,33,0,90,2,2.0,1,1,0,0,0
31729,1.0,1.0,2,18,0,30,0,1.0,1,1,0,0,0
31730,1.0,1.0,3,32,0,31,2,1.0,0,1,0,0,0
31731,2.0,2.0,4,18,1,30,3,1.0,1,1,0,0,0
31732,0.0,1.0,1,35,0,2,9,1.0,1,0,0,1,0
31733,0.0,1.0,2,18,0,30,0,2.0,1,0,0,1,0
31735,0.0,1.0,2,17,0,30,0,1.0,1,0,0,1,0
31736,0.0,1.0,2,13,0,5,0,1.0,1,0,0,1,0
31737,0.0,1.0,1,18,0,30,4,1.0,0,0,0,1,0
31738,1.0,1.0,2,48,1,28,7,1.0,1,1,0,0,0
31739,2.0,2.0,4,25,1,30,0,2.0,1,1,0,0,0
31740,1.0,1.0,3,18,0,30,6,1.0,1,1,0,0,0
31741,2.0,2.0,4,14,0,30,5,1.0,1,1,0,0,0
31742,2.0,2.0,3,28,0,30,1,2.0,1,1,0,0,0
31743,2.0,2.0,4,52,1,30,0,2.0,1,1,0,0,0
31745,0.0,1.0,2,19,0,30,16,1.0,0,1,0,0,0
31746,0.0,3.0,3,26,0,31,1,1.0,0,1,0,0,0
31747,3.0,3.0,6,69,1,1,59,2.0,1,1,0,0,0
31748,2.0,2.0,4,52,1,30,0,2.0,1,1,0,0,0
31749,3.0,3.0,6,10,0,30,0,1.0,1,1,0,0,0
31751,4.0,4.0,10,53,1,2,8,2.0,1,1,0,0,0
31753,0.0,1.0,3,29,0,31,23,1.0,1,1,0,0,0
31754,0.0,2.0,2,5,0,30,0,1.0,1,0,0,1,0
31755,2.0,4.0,3,44,0,31,0,1.0,1,1,0,0,0
31756,0.0,1.0,1,23,0,30,0,2.0,0,0,0,1,0
31757,3.0,3.0,8,51,0,2,22,2.0,1,1,0,0,0
31758,2.0,2.0,3,45,0,31,7,1.0,1,1,0,0,0
31759,2.0,2.0,5,48,0,1,13,2.0,1,1,0,0,0
31760,0.0,1.0,2,42,1,1,7,1.0,0,0,0,1,0
31764,0.0,1.0,2,18,1,1,90,1.0,0,0,0,1,0
31765,2.0,2.0,4,40,0,90,39,1.0,1,1,0,0,0
31766,0.0,1.0,2,26,0,3,7,1.0,1,0,0,1,0
31767,0.0,1.0,2,14,0,3,12,1.0,0,0,0,1,0
31768,0.0,1.0,2,44,0,31,13,1.0,0,1,0,0,0
31769,1.0,1.0,3,43,0,5,177,1.0,1,1,0,0,0
31771,0.0,1.0,1,4,1,1,5,1.0,0,0,0,0,1
31772,1.0,1.0,2,56,0,3,388,1.0,0,1,0,0,0
31773,1.0,1.0,3,18,0,30,68,1.0,0,1,0,0,0
31774,0.0,1.0,2,10,0,30,9,1.0,0,1,0,0,0
31775,0.0,1.0,3,32,0,30,1,1.0,1,0,0,1,0
31776,0.0,1.0,2,34,0,2,6,1.0,1,0,0,1,0
31777,0.0,1.0,1,27,0,30,3,2.0,0,0,0,0,1
31779,3.0,4.0,12,20,0,3,16,2.0,1,1,0,0,0
31780,1.0,1.0,2,33,0,2,242,1.0,0,1,0,0,0
31781,0.0,1.0,1,18,0,30,1,1.0,0,0,0,0,1
31782,0.0,1.0,1,18,0,30,2,2.0,0,0,0,0,1
31783,0.0,1.0,2,22,0,30,44,1.0,0,1,0,0,0
31784,0.0,1.0,1,54,1,3,13,1.0,0,0,0,1,0
31785,0.0,1.0,1,22,0,30,1,1.0,1,0,0,1,0
31786,0.0,1.0,1,22,0,30,5,1.0,0,0,0,1,0
31787,1.0,1.0,2,11,0,30,1,1.0,0,1,0,0,0
31788,0.0,1.0,3,44,1,30,60,3.0,0,0,0,1,0
31789,0.0,1.0,2,30,0,2,33,1.0,1,1,0,0,0
31790,2.0,2.0,4,62,0,1,1,1.0,1,1,0,0,0
31791,2.0,2.0,4,63,0,30,10,1.0,1,1,0,0,0
31792,3.0,4.0,8,46,1,2,34,2.0,1,1,0,0,0
31793,0.0,1.0,1,46,0,30,1,1.0,0,0,0,1,0
31795,1.0,1.0,3,17,0,30,13,1.0,1,1,0,0,0
31796,0.0,1.0,2,7,0,30,0,1.0,1,1,0,0,0
31797,0.0,1.0,3,13,0,1,0,1.0,0,0,0,1,0
31798,3.0,3.0,6,11,0,30,0,1.0,1,1,0,0,0
31800,1.0,1.0,2,71,0,3,354,1.0,1,1,0,0,0
31802,0.0,1.0,1,14,0,30,0,1.0,0,0,0,0,1
31803,0.0,1.0,2,50,0,30,22,1.0,0,1,0,0,0
31804,2.0,2.0,4,33,0,30,14,1.0,1,1,0,0,0
31805,1.0,1.0,2,14,0,30,1,1.0,0,1,0,0,0
31807,1.0,3.0,3,43,0,30,2,1.0,1,1,0,0,0
31808,0.0,1.0,1,24,0,30,0,1.0,1,0,0,1,0
31809,2.0,2.0,4,13,1,30,0,2.0,1,1,0,0,0
31810,1.0,1.0,2,35,0,30,7,1.0,1,1,0,0,0
31811,2.0,3.0,3,6,1,30,1,1.0,0,1,0,0,0
31812,1.0,2.0,4,43,0,3,62,1.0,1,1,0,0,0
31813,0.0,1.0,2,31,0,31,4,1.0,0,1,0,0,0
31814,0.0,0.0,2,8,0,1,1,1.0,0,0,0,1,0
31815,2.0,2.0,4,44,0,31,1,2.0,0,1,0,0,0
31816,1.0,1.0,2,22,0,30,23,1.0,1,1,0,0,0
31817,0.0,1.0,1,29,0,30,5,1.0,0,0,0,1,0
31819,2.0,2.0,4,34,0,31,7,2.0,1,1,0,0,0
31821,2.0,2.0,4,30,0,30,13,1.0,0,1,0,0,0
31822,0.0,0.0,2,31,0,3,111,1.0,1,1,0,0,0
31823,2.0,1.0,2,17,0,30,0,2.0,1,1,0,0,0
31825,2.0,2.0,2,47,0,30,1,1.0,1,1,0,0,0
31826,1.0,1.0,4,41,1,10,1,1.0,0,1,0,0,0
31827,2.0,2.0,4,62,1,2,92,1.0,1,1,0,0,0
31828,0.0,1.0,1,16,0,30,0,1.0,1,0,0,1,0
31829,2.0,2.0,4,32,0,2,58,2.0,1,1,0,0,0
31831,0.0,1.0,2,23,0,1,4,1.0,0,0,0,1,0
31832,0.0,1.0,2,51,0,2,54,1.0,1,0,0,1,0
31833,3.0,4.0,6,42,0,30,167,2.0,1,1,0,0,0
31834,2.0,3.0,6,18,0,30,2,2.0,1,1,0,0,0
31835,2.0,1.0,3,18,1,30,4,1.0,0,1,0,0,0
31836,2.0,2.0,4,58,0,31,0,2.0,0,1,0,0,0
31837,0.0,1.0,2,25,0,3,0,1.0,1,0,0,1,0
31838,4.0,5.0,9,50,0,30,110,2.0,1,1,0,0,0
31839,0.0,1.0,2,32,1,1,49,1.0,0,1,0,0,0
31840,0.0,4.0,8,24,0,3,3,2.0,1,0,0,1,0
31841,1.0,1.0,2,31,0,31,1,1.0,1,1,0,0,0
31842,1.0,1.0,2,35,0,30,2,1.0,0,1,0,0,0
31843,1.0,1.0,2,17,0,30,0,1.0,1,0,0,1,0
31844,0.0,1.0,1,21,0,30,2,1.0,1,0,0,1,0
31845,0.0,1.0,2,14,1,30,2,1.0,0,0,0,1,0
31846,1.0,1.0,4,18,0,30,0,1.0,1,1,0,0,0
31847,0.0,1.0,1,13,0,30,1,1.0,0,0,0,1,0
31848,1.0,1.0,4,17,0,30,2,1.0,0,1,0,0,0
31849,0.0,0.0,1,13,1,30,2,1.0,0,0,0,1,0
31850,0.0,1.0,2,24,0,30,46,1.0,0,0,0,1,0
31851,0.0,1.0,2,13,0,6,0,1.0,0,0,0,1,0
31854,5.0,9.0,12,72,0,3,51,3.0,1,1,0,0,0
31856,0.0,1.0,2,31,0,30,49,1.0,0,0,0,1,0
31858,1.0,1.0,2,26,0,30,25,1.0,0,1,0,0,0
31859,0.0,1.0,2,29,1,30,7,2.0,0,0,0,1,0
31860,0.0,1.0,1,11,0,30,0,1.0,0,0,0,1,0
31861,0.0,1.0,1,42,0,4,52,1.0,0,1,0,0,0
31862,0.0,1.0,1,14,1,30,2,1.0,0,0,0,1,0
31863,2.0,2.0,4,55,0,30,60,2.0,0,1,0,0,0
31864,2.0,3.0,6,29,1,2,206,2.0,0,1,0,0,0
31865,1.0,2.0,2,49,0,30,3,1.0,0,1,0,0,0
31866,0.0,1.0,1,42,0,30,8,1.0,0,1,0,0,0
31867,4.0,6.0,10,52,0,3,45,3.0,1,1,0,0,0
31868,0.0,1.0,1,13,0,30,0,1.0,0,0,0,0,1
31869,1.0,1.0,2,24,1,1,3,1.0,0,1,0,0,0
31870,2.0,2.0,5,15,0,1,2,2.0,1,1,0,0,0
31871,1.0,1.0,2,13,0,1,6,1.0,1,1,0,0,0
31872,0.0,1.0,1,20,0,1,0,1.0,0,0,0,1,0
31874,2.0,3.0,5,17,0,30,0,1.0,1,1,0,0,0
31875,2.0,2.0,4,25,0,30,2,1.0,1,1,0,0,0
31876,1.0,1.0,4,25,0,30,15,1.0,1,1,0,0,0
31878,3.0,3.0,3,13,0,80,3,2.0,1,1,0,0,0
31879,0.0,0.0,1,13,0,30,1,1.0,0,0,0,0,1
31880,1.0,1.0,3,20,0,30,0,1.0,1,1,0,0,0
31881,1.0,1.0,4,32,0,30,40,1.0,0,1,0,0,0
31882,0.0,1.0,2,31,0,3,1,1.0,0,1,0,0,0
31883,0.0,6.0,2,18,0,30,0,1.0,0,0,0,0,1
31884,2.0,4.0,6,61,0,1,5,2.0,1,1,0,0,0
31885,1.0,1.0,2,44,0,5,133,2.0,1,1,0,0,0
31886,2.0,2.0,4,32,0,30,5,2.0,1,1,0,0,0
31887,2.0,4.0,6,18,0,60,103,1.0,1,1,0,0,0
31888,0.0,1.0,2,32,0,1,67,1.0,0,0,0,1,0
31889,2.0,2.0,4,38,0,29,2,2.0,1,1,0,0,0
31890,2.0,2.0,4,23,0,30,1,1.0,1,1,0,0,0
31891,2.0,2.0,4,43,0,30,85,1.0,1,1,0,0,0
31892,0.0,1.0,4,25,0,60,13,1.0,0,1,0,0,0
31893,2.0,3.0,4,8,0,30,0,1.0,1,1,0,0,0
31894,2.0,3.0,4,29,0,1,290,1.0,0,1,0,0,0
31895,0.0,1.0,2,13,0,1,0,1.0,0,0,0,1,0
31897,2.0,3.0,2,46,0,31,167,1.0,0,1,0,0,0
31898,2.0,2.0,3,24,0,31,0,1.0,1,1,0,0,0
31900,0.0,1.0,1,31,0,31,1,1.0,0,1,0,0,0
31901,1.0,1.0,2,9,1,1,6,1.0,0,1,0,0,0
31903,0.0,1.0,3,29,1,2,296,1.0,1,1,0,0,0
31904,2.0,2.0,4,12,0,31,0,1.0,1,1,0,0,0
31905,1.0,2.0,4,22,0,30,4,1.0,1,1,0,0,0
31906,0.0,1.0,2,26,0,31,7,1.0,1,1,0,0,0
31907,0.0,1.0,2,23,0,30,119,1.0,1,0,0,1,0
31908,0.0,1.0,2,32,0,31,15,1.0,1,1,0,0,0
31909,2.0,2.0,2,52,0,30,1,1.0,1,1,0,0,0
31910,1.0,1.0,2,38,0,30,13,2.0,1,1,0,0,0
31911,0.0,1.0,2,56,0,1,260,1.0,1,1,0,0,0
31912,3.0,3.0,5,20,1,30,0,2.0,0,1,0,0,0
31913,1.0,1.0,2,11,0,31,0,1.0,1,0,0,1,0
31915,0.0,1.0,1,29,0,30,0,1.0,0,0,0,1,0
31916,0.0,1.0,2,30,0,5,22,1.0,0,0,0,1,0
31917,1.0,2.0,4,24,0,30,0,1.0,1,1,0,0,0
31918,0.0,1.0,2,47,0,30,24,1.0,0,1,0,0,0
31919,0.0,1.0,2,40,0,2,361,1.0,0,1,0,0,0
31921,0.0,1.0,2,25,0,30,4,2.0,0,0,0,1,0
31922,1.0,1.0,2,23,0,90,2,1.0,1,1,0,0,0
31925,0.0,1.0,1,9,0,30,0,2.0,0,0,0,0,1
31926,1.0,1.0,2,17,0,30,0,1.0,0,1,0,0,0
31930,0.0,1.0,2,52,0,30,20,1.0,0,0,0,1,0
31931,3.0,3.0,6,61,1,1,32,3.0,0,1,0,0,0
31932,1.0,1.0,2,27,0,2,69,1.0,0,1,0,0,0
31934,4.0,6.0,12,64,1,5,7,3.0,1,1,0,0,0
31935,2.0,2.0,2,10,0,30,0,1.0,1,1,0,0,0
31936,0.0,1.0,1,26,0,7,0,3.0,0,0,0,1,0
31937,2.0,2.0,4,47,0,31,24,1.0,0,1,0,0,0
31938,0.0,1.0,1,13,0,30,0,1.0,0,0,0,1,0
31939,0.0,1.0,2,0,0,30,1,1.0,0,0,0,1,0
31940,2.0,2.0,6,27,0,1,6,2.0,1,1,0,0,0
31942,0.0,2.0,2,15,0,80,0,1.0,1,1,0,0,0
31943,1.0,1.0,2,24,0,90,0,1.0,0,1,0,0,0
31944,2.0,2.0,4,35,0,30,0,2.0,1,1,0,0,0
31945,2.0,2.0,4,47,1,2,26,2.0,0,1,0,0,0
31947,2.0,3.0,3,9,0,31,0,2.0,0,1,0,0,0
31948,2.0,2.0,4,57,1,30,8,2.0,1,1,0,0,0
31949,0.0,1.0,2,34,0,30,0,1.0,0,1,0,0,0
31951,1.0,2.0,3,20,0,1,0,1.0,1,1,0,0,0
31952,1.0,2.0,3,19,0,1,0,1.0,1,1,0,0,0
31953,1.0,1.0,2,27,0,30,2,1.0,0,1,0,0,0
31954,4.0,6.0,12,58,1,1,0,4.0,1,1,0,0,0
31955,4.0,4.0,8,36,0,5,16,2.0,0,1,0,0,0
31956,1.0,1.0,2,47,1,31,6,1.0,0,1,0,0,0
31957,0.0,1.0,1,42,0,30,65,1.0,0,0,0,1,0
31960,0.0,1.0,2,26,0,350,69,1.0,0,1,0,0,0
31961,1.0,1.0,3,16,0,30,0,1.0,1,1,0,0,0
31963,1.0,1.0,2,49,0,3,147,1.0,1,1,0,0,0
31964,1.0,3.0,4,65,0,2,13,1.0,0,1,0,0,0
31966,0.0,1.0,2,25,0,1,198,1.0,0,0,0,1,0
31967,1.0,1.0,2,34,0,30,338,1.0,1,1,0,0,0
31968,1.0,1.0,2,19,1,30,0,1.0,0,1,0,0,0
31970,2.0,3.0,3,9,0,31,0,2.0,0,1,0,0,0
31973,1.0,2.0,3,41,1,2,24,1.0,0,1,0,0,0
31975,0.0,1.0,1,35,0,30,1,1.0,0,0,0,1,0
31976,0.0,1.0,2,12,0,30,0,1.0,1,0,0,1,0
31977,0.0,3.0,6,13,0,30,0,2.0,1,0,0,1,0
31979,1.0,0.0,3,21,0,30,7,1.0,1,1,0,0,0
31980,1.0,2.0,2,40,0,1,43,1.0,1,1,0,0,0
31981,0.0,1.0,2,24,0,31,59,1.0,0,1,0,0,0
31983,2.0,2.0,4,48,0,30,143,1.0,1,1,0,0,0
31985,0.0,1.0,2,59,0,7,37,1.0,0,0,0,1,0
31986,1.0,1.0,5,40,0,30,0,1.0,0,1,0,0,0
31988,3.0,4.0,9,58,1,30,3,3.0,1,1,0,0,0
31990,1.0,1.0,2,26,0,30,1,1.0,0,1,0,0,0
31991,2.0,4.0,5,41,0,30,313,2.0,1,1,0,0,0
31992,0.0,1.0,2,29,0,5,10,1.0,0,0,0,1,0
31993,0.0,2.0,3,27,0,31,79,1.0,0,1,0,0,0
31995,3.0,2.0,4,34,1,90,3,1.0,0,1,0,0,0
31996,0.0,1.0,1,39,0,30,34,1.0,0,0,0,1,0
31997,0.0,1.0,2,37,0,31,4,1.0,0,1,0,0,0
31998,0.0,1.0,1,24,1,21,38,1.0,0,0,0,1,0
31999,1.0,2.0,4,44,0,4,3,1.0,1,1,0,0,0
32000,2.0,2.0,4,34,1,31,4,2.0,0,1,0,0,0
32001,2.0,2.0,5,21,0,2,3,2.0,0,1,0,0,0
32002,0.0,1.0,3,29,0,31,48,1.0,1,1,0,0,0
32003,0.0,2.0,3,30,0,31,70,1.0,0,1,0,0,0
32004,1.0,1.0,4,73,0,3,197,1.0,1,1,0,0,0
32005,2.0,2.0,6,71,1,2,8,2.0,1,1,0,0,0
32006,2.0,2.0,4,56,0,30,62,1.0,0,1,0,0,0
32007,0.0,1.0,2,18,0,30,0,1.0,0,0,0,1,0
32008,2.0,2.0,4,59,0,31,3,2.0,1,1,0,0,0
32015,3.0,2.0,4,35,0,31,35,1.0,1,1,0,0,0
32016,3.0,3.0,6,25,1,3,0,0.0,0,1,0,0,0
32017,2.0,2.0,3,42,0,45,2,2.0,1,1,0,0,0
32019,1.0,1.0,2,30,0,31,14,1.0,0,1,0,0,0
32020,0.0,1.0,1,51,0,30,1,1.0,1,1,0,0,0
32021,2.0,2.0,4,10,1,2,22,2.0,0,1,0,0,0
32022,0.0,1.0,3,30,0,31,11,1.0,1,1,0,0,0
32023,0.0,1.0,2,24,1,1,14,1.0,0,1,0,0,0
32024,1.0,1.0,2,22,1,30,5,1.0,0,1,0,0,0
32025,1.0,0.0,2,23,0,3,1,1.0,1,1,0,0,0
32026,1.0,1.0,2,40,0,30,3,1.0,0,1,0,0,0
32028,0.0,1.0,3,30,0,31,47,1.0,0,1,0,0,0
32031,0.0,1.0,2,25,0,31,6,1.0,0,1,0,0,0
32032,1.0,1.0,5,41,0,30,0,1.0,0,1,0,0,0
32033,1.0,1.0,2,20,0,30,1,1.0,0,1,0,0,0
32034,1.0,1.0,4,70,1,30,0,1.0,1,1,0,0,0
32035,1.0,1.0,3,28,0,30,2,1.0,1,1,0,0,0
32037,3.0,3.0,4,53,0,30,1,3.0,1,1,0,0,0
32038,0.0,1.0,1,26,0,30,24,1.0,0,0,0,1,0
32039,1.0,1.0,2,52,0,3,36,1.0,0,1,0,0,0
32040,1.0,2.0,4,41,1,31,1,1.0,1,1,0,0,0
32041,2.0,3.0,2,60,0,30,0,1.0,1,1,0,0,0
32043,1.0,1.0,2,19,0,1,141,0.0,0,1,0,0,0
32044,1.0,1.0,2,11,1,30,8,1.0,0,1,0,0,0
32045,2.0,3.0,3,60,0,30,7,1.0,1,1,0,0,0
32046,1.0,1.0,2,47,0,2,653,1.0,1,1,0,0,0
32048,0.0,1.0,2,44,1,30,36,1.0,1,1,0,0,0
32049,2.0,2.0,4,18,0,30,0,1.0,0,1,0,0,0
32050,1.0,1.0,2,32,0,31,9,1.0,1,1,0,0,0
32051,1.0,1.0,3,10,1,1,1,1.0,0,1,0,0,0
32052,0.0,1.0,1,35,0,30,0,3.0,0,0,0,0,1
32053,0.0,1.0,2,31,0,3,263,1.0,1,1,0,0,0
32058,1.0,1.0,1,34,1,30,25,1.0,0,1,0,0,0
32061,1.0,1.0,2,37,0,1,332,1.0,0,1,0,0,0
32062,2.0,2.0,5,39,0,30,0,1.0,1,1,0,0,0
32063,2.0,3.0,4,51,0,30,9,2.0,1,1,0,0,0
32064,3.0,3.0,3,53,0,30,7,2.0,0,1,0,0,0
32065,0.0,1.0,1,23,0,30,5,1.0,0,1,0,0,0
32066,1.0,1.0,4,50,0,2,16,2.0,1,1,0,0,0
32068,3.0,3.0,5,34,1,31,3,3.0,0,1,0,0,0
32070,0.0,2.0,4,60,0,30,3,2.0,1,1,0,0,0
32071,4.0,4.0,7,35,0,31,2,3.0,1,1,0,0,0
32072,0.0,1.0,2,20,1,2,42,1.0,0,0,0,1,0
32074,3.0,3.0,6,32,0,30,9,2.0,1,1,0,0,0
32075,1.0,1.0,2,35,0,30,2,1.0,1,1,0,0,0
32077,3.0,3.0,6,47,1,31,1,3.0,0,1,0,0,0
32078,4.0,4.0,8,34,0,31,2,3.0,1,1,0,0,0
32079,1.0,1.0,2,62,1,8,0,1.0,0,1,0,0,0
32080,2.0,3.0,6,33,1,31,1,2.0,1,1,0,0,0
32081,1.0,1.0,1,6,0,30,0,1.0,1,0,0,1,0
32082,0.0,1.0,1,25,0,7,0,3.0,0,0,0,1,0
32083,0.0,1.0,1,16,0,30,3,1.0,0,0,0,1,0
32086,0.0,0.0,2,19,0,1,0,1.0,1,0,0,1,0
32087,0.0,0.0,1,14,0,30,3,1.0,0,0,0,1,0
32088,2.0,2.0,6,38,1,30,152,2.0,0,1,0,0,0
32089,0.0,1.0,2,27,0,2,18,1.0,0,0,0,1,0
32090,1.0,1.0,2,37,1,31,39,1.0,1,1,0,0,0
32091,1.0,1.0,1,10,0,30,8,1.0,1,1,0,0,0
32092,1.0,1.0,2,11,0,30,1,1.0,1,1,0,0,0
32094,4.0,4.0,6,63,1,2,2,4.0,1,1,0,0,0
32096,0.0,1.0,2,28,0,3,2,1.0,0,1,0,0,0
32097,0.0,2.0,4,39,1,1,195,1.0,0,0,0,1,0
32099,0.0,1.0,2,8,0,30,0,1.0,0,0,0,0,1
32100,2.0,2.0,4,39,0,2,16,2.0,0,1,0,0,0
32102,1.0,2.0,3,31,0,2,454,1.0,1,1,0,0,0
32103,1.0,2.0,2,0,0,30,0,1.0,1,1,0,0,0
32104,0.0,0.0,2,14,0,30,4,1.0,0,1,0,0,0
32105,0.0,1.0,2,45,0,31,9,1.0,0,1,0,0,0
32107,3.0,3.0,4,40,0,31,8,2.0,1,1,0,0,0
32109,0.0,1.0,1,7,0,3,0,1.0,0,0,0,0,1
32111,1.0,1.0,2,31,0,5,0,1.0,1,1,0,0,0
32113,0.0,1.0,2,12,0,30,7,1.0,0,1,0,0,0
32114,1.0,1.0,2,9,0,30,25,1.0,1,1,0,0,0
32120,1.0,1.0,1,8,0,1,0,1.0,0,1,0,0,0
32121,0.0,1.0,2,7,0,30,0,1.0,1,1,0,0,0
32122,2.0,2.0,4,42,0,30,5,1.0,0,1,0,0,0
32123,1.0,1.0,1,21,0,31,0,1.0,0,1,0,0,0
32124,2.0,2.0,4,14,1,30,1,1.0,1,1,0,0,0
32125,0.0,1.0,2,9,0,1,2,1.0,1,0,0,1,0
32127,1.0,1.0,2,8,0,30,2,1.0,0,1,0,0,0
32129,0.0,1.0,3,19,0,3,39,1.0,0,1,0,0,0
32130,3.0,4.0,6,42,0,3,25,2.0,0,1,0,0,0
32131,1.0,2.0,4,17,0,30,2,1.0,0,1,0,0,0
32132,5.0,5.0,14,64,1,3,0,5.0,0,1,0,0,0
32133,1.0,1.0,2,56,0,30,222,1.0,0,1,0,0,0
32134,1.0,1.0,2,38,0,30,5,1.0,0,1,0,0,0
32135,0.0,1.0,3,13,0,30,0,1.0,1,1,0,0,0
32137,3.0,3.0,5,56,0,30,0,2.0,0,1,0,0,0
32139,1.0,1.0,2,46,0,31,264,1.0,1,1,0,0,0
32140,0.0,1.0,2,31,1,2,28,1.0,0,0,0,1,0
32141,2.0,2.0,4,42,0,2,171,1.0,1,1,0,0,0
32142,1.0,1.0,3,29,1,1,5,1.0,0,1,0,0,0
32144,3.0,5.0,8,13,0,21,5,2.0,1,1,0,0,0
32145,0.0,1.0,3,45,1,30,97,1.0,0,1,0,0,0
32146,1.0,3.0,5,42,0,1,2,1.0,0,1,0,0,0
32148,1.0,1.0,2,33,1,30,165,1.0,0,1,0,0,0
32149,1.0,1.0,2,33,0,31,1,1.0,1,1,0,0,0
32150,0.0,1.0,2,46,0,3,184,1.0,0,0,0,1,0
32151,1.0,1.0,2,33,0,31,1,1.0,1,1,0,0,0
32152,0.0,1.0,1,16,0,30,0,1.0,0,0,0,0,1
32154,1.0,1.0,2,59,0,2,106,1.0,1,1,0,0,0
32155,0.0,1.0,1,9,0,30,1,1.0,0,0,0,0,1
32156,1.0,1.0,2,19,0,30,1,1.0,1,1,0,0,0
32157,4.0,4.0,8,38,0,29,0,3.0,1,1,0,0,0
32160,0.0,1.0,2,20,0,2,22,1.0,0,0,0,1,0
32161,0.0,1.0,2,38,0,1,3,1.0,0,0,0,1,0
32162,0.0,1.0,1,7,0,30,0,2.0,0,0,0,0,1
32163,0.0,1.0,2,37,0,30,5,1.0,1,1,0,0,0
32165,0.0,1.0,2,16,0,30,6,1.0,0,0,0,1,0
32166,1.0,1.0,3,32,0,30,8,1.0,1,1,0,0,0
32167,0.0,1.0,2,43,0,4,51,1.0,1,0,0,1,0
32168,0.0,1.0,2,48,0,3,14,1.0,0,0,0,1,0
32169,0.0,1.0,1,14,0,30,0,1.0,0,0,0,0,1
32170,1.0,1.0,4,35,0,12,59,1.0,1,1,0,0,0
32172,0.0,1.0,2,26,0,31,0,1.0,0,1,0,0,0
32173,1.0,1.0,2,35,0,30,8,1.0,0,1,0,0,0
32174,1.0,1.0,2,12,0,30,4,1.0,1,1,0,0,0
32175,0.0,1.0,2,12,0,30,16,1.0,1,0,0,1,0
32176,2.0,3.0,4,23,0,30,9,2.0,0,1,0,0,0
32177,2.0,3.0,5,44,1,1,60,2.0,0,1,0,0,0
32178,2.0,3.0,6,42,0,3,178,1.0,1,1,0,0,0
32180,1.0,1.0,2,21,0,30,23,1.0,0,1,0,0,0
32182,1.0,1.0,2,18,1,30,6,1.0,0,1,0,0,0
32183,1.0,1.0,2,27,1,30,1,1.0,0,1,0,0,0
32185,1.0,1.0,2,33,0,30,24,1.0,0,1,0,0,0
32186,1.0,2.0,2,12,1,1,0,1.0,0,1,0,0,0
32188,1.0,1.0,2,24,0,90,5,1.0,1,1,0,0,0
32189,1.0,1.0,2,33,0,30,0,1.0,0,1,0,0,0
32192,0.0,1.0,2,70,0,5,27,1.0,0,0,0,1,0
32193,1.0,2.0,4,18,0,30,5,1.0,1,1,0,0,0
32194,2.0,2.0,4,9,0,30,1,1.0,1,1,0,0,0
32195,0.0,1.0,1,12,0,30,0,1.0,0,0,0,1,0
32196,0.0,1.0,1,36,0,2,40,1.0,0,0,0,1,0
32197,1.0,1.0,2,34,1,30,173,1.0,1,1,0,0,0
32198,1.0,0.0,3,22,0,30,1,1.0,0,1,0,0,0
32199,0.0,1.0,2,41,0,30,59,1.0,0,1,0,0,0
32200,0.0,1.0,2,34,0,31,0,1.0,0,1,0,0,0
32201,0.0,1.0,2,52,0,30,1,1.0,0,1,0,0,0
32204,1.0,1.0,2,50,1,30,1,1.0,0,1,0,0,0
32205,0.0,3.0,5,11,0,30,0,2.0,1,0,0,1,0
32206,1.0,1.0,3,14,0,30,1,1.0,1,1,0,0,0
32207,1.0,1.0,2,56,0,31,4,1.0,1,1,0,0,0
32208,0.0,1.0,4,11,0,1,0,1.0,1,0,0,0,1
32209,1.0,1.0,3,72,1,30,3,1.0,0,1,0,0,0
32210,0.0,1.0,1,13,0,30,0,2.0,0,0,0,0,1
32211,1.0,2.0,4,27,0,1,67,1.0,0,0,0,1,0
32212,0.0,1.0,1,21,0,14,1,2.0,0,0,0,1,0
32213,0.0,1.0,2,9,0,30,1,1.0,0,1,0,0,0
32214,1.0,1.0,2,12,0,31,0,1.0,0,1,0,0,0
32215,0.0,1.0,2,17,0,30,0,1.0,1,0,0,1,0
32216,1.0,1.0,1,37,0,2,142,1.0,0,0,0,1,0
32217,1.0,1.0,2,8,0,30,0,1.0,1,1,0,0,0
